TransactionDate,TransactionAmount,day_of_week,month,quarter,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2024-12-16,662327.43,0,12,4,428541.65,320945.71,10509492.38,2037186.214285713,1307758.7016666667
2024-12-17,543810.1799999999,1,12,4,662327.43,10646025.95,714613.38,594012.5328571416,1302065.2616666667
2024-12-18,850933.22,2,12,4,543810.1799999999,860002.19,1296521.92,592716.9657142843,1287212.305
2024-12-19,369576.33999999997,3,12,4,850933.22,853075.14,451178.29,523645.7085714272,1284492.24
2024-12-20,630008.98,4,12,4,369576.33999999997,418968.5,10567732.879999999,553794.3485714273,953234.7766666666
2024-12-21,547983.23,5,12,4,630008.98,391362.64,1010699.72,576168.7185714272,937810.8936666666
2024-12-22,341081.29000000004,6,12,4,547983.23,428541.65,722641.3099999999,563674.3814285701,925092.2263333333
2024-12-23,1079542.48,0,12,4,341081.29000000004,662327.43,601372.11,623276.5314285702,941031.2386666667
2024-12-24,759546.79,1,12,4,1079542.48,543810.1799999999,599209.29,654096.0471428558,946375.8219999999
2024-12-25,448947.33,2,12,4,759546.79,850933.22,809940.14,596669.4914285701,934342.7283333334
2024-12-26,604552.63,3,12,4,448947.33,369576.33999999997,310652.48,630237.5328571416,944139.4
2024-12-27,613841.18,4,12,4,604552.63,630008.98,860873.25,627927.8471428558,935904.9976666666
2024-12-28,664394.02,5,12,4,613841.18,547983.23,465978.74,644557.9599999987,942518.8403333332
2024-12-29,563009.5,6,12,4,664394.02,341081.29000000004,743252.14,676261.9899999986,936510.7523333333
2024-12-30,676793.21,0,12,4,563009.5,1079542.48,628845.53,618726.3799999987,938109.0083333333
2024-12-31,1044717.66,1,12,4,676793.21,759546.79,922136.23,659465.0757142844,942195.056
2025-01-01,410358.03,2,1,1,1044717.66,448947.33,864052.12,653952.3185714273,927071.9196666667
2025-01-02,558805.01,3,1,1,410358.03,604552.63,475784.41000000003,647416.944285713,929839.2729999999
2025-01-03,899241.64,4,1,1,558805.01,613841.18,507227.33,688188.4385714273,942906.4166666666
2025-01-04,10506388.87,5,1,1,899241.64,664394.02,660639.97,2094187.7028571416,1271098.0466666666
2025-01-05,803294.1799999999,6,1,1,10506388.87,563009.5,233316.41,2128514.0857142843,1290097.3056666667
2025-01-06,632262.48,0,1,1,803294.1799999999,676793.21,625478.31,2122152.5528571415,1290323.4446666664
2025-01-07,616730.8,1,1,1,632262.48,1044717.66,579365.88,2061011.5728571415,1291568.942
2025-01-08,917322.46,2,1,1,616730.8,410358.03,320945.71,2133435.0628571413,1311448.1669999997
2025-01-09,714035.41,3,1,1,917322.46,558805.01,10646025.95,2155610.834285713,980381.8156666666
2025-01-10,996076.71,4,1,1,714035.41,899241.64,860002.19,2169444.415714284,984917.6329999999
2025-01-11,981641.3,5,1,1,996076.71,10506388.87,853075.14,808766.1914285701,989203.1716666667
2025-01-12,747794.28,6,1,1,981641.3,803294.1799999999,418968.5,800837.634285713,1000164.031
2025-01-13,603231.09,0,1,1,747794.28,632262.48,391362.64,796690.2928571415,1007226.3126666666
2025-01-14,697539.45,1,1,1,603231.09,616730.8,428541.65,808234.3857142844,1016192.9059999998
2025-01-15,544169.13,2,1,1,697539.45,917322.46,662327.43,754926.7671428558,1012254.296
2025-01-16,894186.29,3,1,1,544169.13,714035.41,543810.1799999999,780662.6071428558,1023933.4996666666
2025-01-17,689347.5,4,1,1,894186.29,996076.71,850933.22,736844.1485714272,1018547.309
2025-01-18,712772.78,5,1,1,689347.5,981641.3,369576.33999999997,698434.3599999987,1029987.1903333333
2025-01-19,726689.89,6,1,1,712772.78,747794.28,630008.98,695419.4471428558,1033209.8873333333
2025-01-20,456916.77,0,1,1,726689.89,603231.09,547983.23,674517.4014285702,1030174.3386666666
2025-01-21,660216.37,1,1,1,456916.77,697539.45,341081.29000000004,669185.5328571415,1040812.1746666667
2025-01-22,709311.4,2,1,1,660216.37,544169.13,1079542.48,692777.2857142844,1028471.1386666667
2025-01-23,11133615.74,3,1,1,709311.4,894186.29,759546.79,2155552.92142857,1374273.437
2025-01-24,515810.18,4,1,1,11133615.74,689347.5,448947.33,2130761.8757142844,1376502.1986666666
2025-01-25,462514.36,5,1,1,515810.18,712772.78,604552.63,2095010.6728571414,1371767.5896666667
2025-01-26,10759593.530000001,6,1,1,462514.36,726689.89,613841.18,3528282.6214285702,1709959.3346666666
2025-01-27,10270610.52,0,1,1,10759593.530000001,456916.77,664394.02,4930238.871428571,2030166.5513333331
2025-01-28,1017995.18,1,1,1,10270610.52,660216.37,563009.5,4981350.13,2045332.7406666665
2025-01-29,379276.41000000003,2,1,1,1017995.18,709311.4,676793.21,4934202.274285712,2035415.5139999997
2025-01-30,989664.6799999999,3,1,1,379276.41000000003,11133615.74,1044717.66,3485066.4085714268,2033580.4146666666
2025-01-31,338741.86,4,1,1,989664.6799999999,515810.18,410358.03,3459770.9342857124,2031193.2089999998
2025-02-01,545977.28,5,2,1,338741.86,462514.36,558805.01,3471694.208571427,2030765.618
2025-02-02,542141.4,6,2,1,545977.28,10759593.530000001,899241.64,2012058.1899999983,2018862.2766666666
2025-02-03,843400.76,0,2,1,542141.4,10270610.52,10506388.87,665313.938571427,1696762.673
2025-02-04,772778.75,1,2,1,843400.76,1017995.18,803294.1799999999,630283.0199999984,1695745.4919999999
2025-02-05,308857.39,2,2,1,772778.75,379276.41000000003,632262.48,620223.1599999984,1684965.322333333
2025-02-06,552660.37,3,2,1,308857.39,989664.6799999999,616730.8,557793.9728571413,1682829.6413333334
2025-02-07,606934.65,4,2,1,552660.37,338741.86,917322.46,596107.2285714269,1672483.381
2025-02-08,1363932.19,5,2,1,606934.65,545977.28,714035.41,712957.9299999984,1694146.607
2025-02-09,470088.3,6,2,1,1363932.19,542141.4,996076.71,702664.6299999983,1676613.6600000001
2025-02-10,860331.76,0,2,1,470088.3,843400.76,981641.3,705083.3442857127,1672570.0086666667
2025-02-11,10431791.08,1,2,1,860331.76,772778.75,747794.28,2084942.248571427,1995369.9019999998
2025-02-12,775095.43,2,2,1,10431791.08,308857.39,603231.09,2151547.6828571414,2001098.7133333334
2025-02-13,292536.56,3,2,1,775095.43,552660.37,697539.45,2114387.138571427,1987598.6169999999
2025-02-14,437164.5,4,2,1,292536.56,606934.65,544169.13,2090134.2599999984,1984031.796
2025-02-15,380944.47,5,2,1,437164.5,1363932.19,894186.29,1949707.4428571414,1966923.7353333335
2025-02-16,828237.66,6,2,1,380944.47,470088.3,689347.5,2000871.6371428557,1971553.4073333335
2025-02-17,572122.34,0,2,1,828237.66,860331.76,712772.78,1959698.8628571413,1966865.0593333333
2025-02-18,803741.24,1,2,1,572122.34,10431791.08,726689.89,584263.1714285698,1969433.4376666667
2025-02-19,908050.11,2,2,1,803741.24,775095.43,456916.77,603256.6971428555,1984471.2156666666
2025-02-20,558018.83,3,2,1,908050.11,292536.56,660216.37,641182.735714284,1981064.631
2025-02-21,723787.5,4,2,1,558018.83,437164.5,709311.4,682128.8785714268,1981547.1676666667
2025-02-22,837040.84,5,2,1,723787.5,380944.47,11133615.74,747285.5028571412,1638328.0043333333
2025-02-23,603997.02,6,2,1,837040.84,828237.66,515810.18,715251.1257142841,1641267.5656666667
2025-02-24,888079.79,0,2,1,603997.02,572122.34,462514.36,760387.9042857127,1655453.0799999998
2025-02-25,702922.73,1,2,1,888079.79,803741.24,10759593.530000001,745985.2599999985,1320230.72
2025-02-26,352618.85,2,2,1,702922.73,908050.11,10270610.52,666637.9371428556,989630.9976666666
2025-02-27,670827.88,3,2,1,352618.85,558018.83,1017995.18,682753.515714284,978058.7543333335
2025-02-28,10466220.84,4,2,1,670827.88,723787.5,379276.41000000003,2074529.7071428555,1314290.2353333335
2025-03-01,760469.74,5,3,1,10466220.84,837040.84,989664.6799999999,2063590.9785714268,1306650.4039999999
2025-03-02,703102.45,6,3,1,760469.74,603997.02,338741.86,2077748.8971428555,1318795.757
2025-03-03,489909.67,0,3,1,703102.45,888079.79,545977.28,2020867.4514285696,1316926.8366666667
2025-03-04,751537.57,1,3,1,489909.67,702922.73,542141.4,2027812.428571427,1323906.709
2025-03-05,10740017.76,2,3,1,751537.57,352618.85,843400.76,3511726.558571427,1653793.9423333334
2025-03-06,737498.29,3,3,1,10740017.76,670827.88,772778.75,3521250.902857141,1652617.9270000001
2025-03-07,565898.72,4,3,1,737498.29,10466220.84,308857.39,2106919.1714285696,1661185.9713333333
2025-03-08,815222.77,5,3,1,565898.72,760469.74,552660.37,2114741.032857141,1669938.0513333334
2025-03-09,877851.58,6,3,1,815222.77,703102.45,606934.65,2139705.1942857127,1678968.6156666665
2025-03-10,602980.42,0,3,1,877851.58,489909.67,1363932.19,2155858.1585714268,1653603.5566666669
2025-03-11,430787.42,1,3,1,602980.42,751537.57,470088.3,2110036.708571427,1652293.5273333334
2025-03-12,329844.4,2,3,1,430787.42,10740017.76,860331.76,622869.0857142841,1634610.6153333334
2025-03-13,529526.8200000001,3,3,1,329844.4,737498.29,10431791.08,593158.8757142841,1304535.1400000001
2025-03-14,864627.8,4,3,1,529526.8200000001,565898.72,775095.43,635834.4585714272,1307519.5523333333
2025-03-15,10774760.860000001,5,3,1,864627.8,815222.77,292536.56,2058625.6142857128,1656927.029
2025-03-16,911647.37,6,3,1,10774760.860000001,877851.58,437164.5,2063453.584285713,1672743.1246666668
2025-03-17,1112459.89,0,3,1,911647.37,602980.42,380944.47,2136236.3657142846,1697126.972
2025-03-18,10542229.879999999,1,3,1,1112459.89,430787.42,828237.66,3580728.145714284,2020926.7126666666
2025-03-19,287546.1,2,3,1,10542229.879999999,329844.4,572122.34,3574685.5314285704,2011440.838
2025-03-20,562324.73,3,3,1,287546.1,529526.8200000001,803741.24,3579370.9471428557,2003393.6209999998
2025-03-21,724979.89,4,3,1,562324.73,864627.8,908050.11,3559421.2457142845,1997291.2803333332
2025-03-22,898078.62,5,3,1,724979.89,10774760.860000001,558018.83,2148466.6399999983,2008626.6066666667
2025-03-23,700898.46,6,3,1,898078.62,911647.37,723787.5,2118359.6528571416,2007863.6386666668
2025-03-24,715448.36,0,3,1,700898.46,1112459.89,837040.84,2061643.7199999986,2003810.556
2025-03-25,10566484.540000001,1,3,1,715448.36,10542229.879999999,603997.02,2065108.6714285703,2335893.4733333336
2025-03-26,408810.58999999997,2,3,1,10566484.540000001,287546.1,888079.79,2082432.1699999988,2319917.8333333335
2025-03-27,701105.52,3,3,1,408810.58999999997,562324.73,702922.73,2102257.997142856,2319857.259666667
2025-03-28,840377.4,4,3,1,701105.52,724979.89,352618.85,2118743.3557142843,2336115.878
2025-03-29,822410.11,5,3,1,840377.4,898078.62,670827.88,2107933.5685714274,2341168.6190000004
2025-03-30,549545.84,6,3,1,822410.11,700898.46,10466220.84,2086311.7657142845,2010612.7856666667
2025-03-31,853251.95,0,3,1,549545.84,715448.36,760469.74,2105997.992857142,2013705.526
2025-04-01,562443.55,1,4,2,853251.95,10566484.540000001,703102.45,676849.2799999986,2009016.8960000002
2025-04-02,400402.38,2,4,2,562443.55,408810.58999999997,489909.67,675648.1071428558,2006033.3196666667
2025-04-03,684279.4,3,4,2,400402.38,701105.52,751537.57,673244.3757142844,2003791.3806666667
2025-04-04,983521.95,4,4,2,684279.4,840377.4,10740017.76,693693.5971428558,1678574.8536666667
2025-04-05,550704.15,5,4,2,983521.95,822410.11,737498.29,654878.4599999987,1672348.3823333336
2025-04-06,590331.65,6,4,2,550704.15,549545.84,565898.72,660705.004285713,1673162.8133333335
2025-04-07,944501.65,0,4,2,590331.65,853251.95,815222.77,673740.6757142843,1677472.1093333333
2025-04-08,870075.0,1,4,2,944501.65,562443.55,877851.58,717688.0257142844,1677212.8900000001
2025-04-09,428840.5,2,4,2,870075.0,400402.38,602980.42,721750.614285713,1671408.226
2025-04-10,895486.06,3,4,2,428840.5,684279.4,430787.42,751922.994285713,1686898.1806666667
2025-04-11,649032.6699999999,4,4,2,895486.06,983521.95,329844.4,704138.8114285701,1697537.7896666666
2025-04-12,1319124.87,5,4,2,649032.6699999999,550704.15,529526.8200000001,813913.1999999987,1723857.7246666667
2025-04-13,868595.76,6,4,2,1319124.87,590331.65,864627.8,853665.2157142843,1723989.99
2025-04-14,752286.35,0,4,2,868595.76,944501.65,10774760.860000001,826205.8871428559,1389907.5063333334
2025-04-15,434369.12,1,4,2,752286.35,870075.0,911647.37,763962.1899999987,1373998.2313333333
2025-04-16,512005.0,2,4,2,434369.12,428840.5,1112459.89,775842.8328571415,1353983.0683333331
2025-04-17,791949.4,3,4,2,512005.0,895486.06,10542229.879999999,761051.8814285701,1028973.7190000002
2025-04-18,10816972.88,4,4,2,791949.4,649032.6699999999,287546.1,2213614.7685714276,1379954.6116666668
2025-04-19,562740.49,5,4,2,10816972.88,1319124.87,562324.73,2105559.857142856,1379968.4703333336
2025-04-20,10562816.91,6,4,2,562740.49,868595.76,724979.89,3490448.5928571415,1707896.3710000003
2025-04-21,548994.08,0,4,2,10562816.91,752286.35,898078.62,3461406.839999999,1696260.2196666668
2025-04-22,633901.88,1,4,2,548994.08,434369.12,700898.46,3489911.519999999,1694027.0003333332
2025-04-23,582161.7999999999,2,4,2,633901.88,512005.0,715448.36,3499933.919999999,1689584.115
2025-04-24,389811.02,3,4,2,582161.7999999999,791949.4,10566484.540000001,3442485.5799999987,1350361.6643333333
2025-04-25,448513.63,4,4,2,389811.02,10816972.88,408810.58999999997,1961277.1157142844,1351685.099
2025-04-26,10497654.51,5,4,2,448513.63,562740.49,701105.52,3380550.547142856,1678236.732
2025-04-27,731222.46,6,4,2,10497654.51,10562816.91,840377.4,1976037.054285713,1674598.2340000002
2025-04-28,349540.92,0,4,2,731222.46,548994.08,822410.11,1947543.7457142845,1658835.927666667
2025-04-29,697140.35,1,4,2,349540.92,633901.88,549545.84,1956577.8128571417,1663755.7446666667
2025-04-30,777091.94,2,4,2,697140.35,582161.7999999999,853251.95,1984424.9757142845,1661217.0776666668
2025-05-01,438600.82999999996,3,5,2,777091.94,389811.02,562443.55,1991394.9485714273,1657088.987
2025-05-02,840160.97,4,5,2,438600.82999999996,448513.63,400402.38,2047344.5685714274,1671747.6066666665
2025-05-03,10697426.22,5,5,2,840160.97,10497654.51,684279.4,2075883.384285713,2005519.1673333335
2025-05-04,727165.89,6,5,2,10697426.22,731222.46,983521.95,2075303.8742857133,1996973.9653333337
2025-05-05,293623.44,0,5,2,727165.89,349540.92,550704.15,2067315.6628571416,1988404.6083333334
2025-05-06,639773.73,1,5,2,293623.44,697140.35,590331.65,2059120.4314285703,1990052.6776666667
2025-05-07,897770.3200000001,2,5,2,639773.73,777091.94,944501.65,2076360.199999999,1988494.9666666666
2025-05-08,10568813.41,3,5,2,897770.3200000001,438600.82999999996,870075.0,3523533.4257142846,2311786.247
2025-05-09,1017423.53,4,5,2,10568813.41,840160.97,428840.5,3548856.648571428,2331405.6813333333
2025-05-10,480537.13,5,5,2,1017423.53,10697426.22,895486.06,2089301.064285713,2317574.0503333337
2025-05-11,603494.88,6,5,2,480537.13,727165.89,649032.6699999999,2071633.7771428558,2316056.124
2025-05-12,847419.34,0,5,2,603494.88,293623.44,1319124.87,2150747.477142856,2300332.6063333335
2025-05-13,728119.0499999999,1,5,2,847419.34,639773.73,868595.76,2163368.2371428558,2295650.0493333335
2025-05-14,543898.1799999999,2,5,2,728119.0499999999,897770.3200000001,752286.35,2112815.074285713,2288703.7770000007
2025-05-15,604180.22,3,5,2,543898.1799999999,10568813.41,434369.12,689296.0471428558,2294364.1470000003
2025-05-16,433207.41,4,5,2,604180.22,1017423.53,512005.0,605836.6014285701,2291737.560666667
2025-05-17,608719.76,5,5,2,433207.41,480537.13,791949.4,624148.4057142844,2285629.906
2025-05-18,897509.85,6,5,2,608719.76,603494.88,10816972.88,666150.5442857129,1954981.1383333334
2025-05-19,670546.51,0,5,2,897509.85,847419.34,562740.49,640882.9971428558,1958574.6723333334
2025-05-20,559499.49,1,5,2,670546.51,728119.0499999999,10562816.91,616794.4885714272,1625130.7583333335
2025-05-21,526641.91,2,5,2,559499.49,543898.1799999999,548994.08,614329.3071428558,1624385.686
2025-05-22,535309.97,3,5,2,526641.91,604180.22,633901.88,604490.6999999987,1621099.289
2025-05-23,805430.81,4,5,2,535309.97,433207.41,582161.7999999999,657665.4714285701,1628541.5893333333
2025-05-24,457152.14,5,5,2,805430.81,608719.76,389811.02,636012.954285713,1630786.2933333335
2025-05-25,470553.35,6,5,2,457152.14,897509.85,448513.63,575019.1685714272,1631520.9506666667
2025-05-26,557699.8,0,5,2,470553.35,670546.51,10497654.51,558898.2099999987,1300189.127
